sample_name,fastq_fwd_file_name,fastq_rev_file_name,sample_type,host_phylum,host_class,host_order,host_family,host_genus,host_species,species_name,collection_latitude,collection_longitude,collection_date,collection_depth,collection_site,collection_batch
KL-121,KL-121_S339_L001_R1_001.fastq.gz,KL-121_S339_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.94844437,-80.46238708,20010622,15.6,Conch,historical
KL-122,KL-122_S340_L001_R1_001.fastq.gz,KL-122_S340_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.94844437,-80.46238708,20010622,15.1,Conch,historical
KL-158,KL-158_S347_L001_R1_001.fastq.gz,KL-158_S347_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,25.00873947,-80.44978333,20010622,2,Triangles,historical
KL-162,KL-162_S351_L001_R1_001.fastq.gz,KL-162_S351_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,25.00873947,-80.44978333,20010622,2,Triangles,historical
KL-170,KL-170_S355_L001_R1_001.fastq.gz,KL-170_S355_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,25.00873947,-80.44978333,20010622,2.5,Triangles,historical
KL-178,KL-178_S364_L001_R1_001.fastq.gz,KL-178_S364_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,25.00873947,-80.44978333,20010622,8,Triangles,historical
KL-244,KL-244_S371_L001_R1_001.fastq.gz,KL-244_S371_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.93535233,-80.54960632,20010623,3.7,Tavernier Rocks,historical
KL-250,KL-250_S376_L001_R1_001.fastq.gz,KL-250_S376_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.93535233,-80.54960632,20010623,3.3,Tavernier Rocks,historical
Tri-2,Tri-2_S379_L001_R1_001.fastq.gz,Tri-2_S379_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,25.00873947,-80.44978333,20210702,9,Triangles,contemporary
Tri-5,Tri-5_S390_L001_R1_001.fastq.gz,Tri-5_S390_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,25.00873947,-80.44978333,20210702,9,Triangles,contemporary
Tri-13,Tri-13_S401_L001_R1_001.fastq.gz,Tri-13_S401_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,25.00873947,-80.44978333,20210702,9,Triangles,contemporary
Tri-28,Tri-28_S405_L001_R1_001.fastq.gz,Tri-28_S405_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.93535233,-80.54960632,20210702,19,Tavernier Rocks,contemporary
Tri-20,Tri-20_S408_L001_R1_001.fastq.gz,Tri-20_S408_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,25.00873947,-80.44978333,20210702,11,Triangles,contemporary
Tri-39,Tri-39_S416_L001_R1_001.fastq.gz,Tri-39_S416_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,25.00873947,-80.44978333,20210702,10,Triangles,contemporary
Tri-30,Tri-30_S418_L001_R1_001.fastq.gz,Tri-30_S418_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.93535233,-80.54960632,20210702,19,Tavernier Rocks,contemporary
Tri-43,Tri-43_S431_L001_R1_001.fastq.gz,Tri-43_S431_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,25.00873947,-80.44978333,20210702,10,Triangles,contemporary
Tri-46,Tri-46_S434_L001_R1_001.fastq.gz,Tri-46_S434_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.93535233,-80.54960632,20210702,19,Tavernier Rocks,contemporary
Tri-53,Tri-53_S438_L001_R1_001.fastq.gz,Tri-53_S438_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.93535233,-80.54960632,20210702,17,Tavernier Rocks,contemporary
Tri-58,Tri-58_S446_L001_R1_001.fastq.gz,Tri-58_S446_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.93535233,-80.54960632,20210702,12,Tavernier Rocks,contemporary
Tr-16,Tr-16_S453_L001_R1_001.fastq.gz,Tr-16_S453_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.93535233,-80.54960632,20210702,16,Tavernier Rocks,contemporary
Tr-19,Tr-19_S466_L001_R1_001.fastq.gz,Tr-19_S466_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.93535233,-80.54960632,20210702,14,Tavernier Rocks,contemporary
Tr-23,Tr-23_S470_L001_R1_001.fastq.gz,Tr-23_S470_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,D.labyrinthiformis,24.93535233,-80.54960632,20210702,19,Tavernier Rocks,contemporary
KL-418,KL-418_S230_L001_R1_001.fastq.gz,KL-418_S230_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Meandrina,meandrites,M.meandrites,24.98698044,-80.41486359,20030522,19,Pickles,historical
KL-5-foamy,KL-5-foamy_S83_L001_R1_001.fastq.gz,KL-5-foamy_S83_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,25.11901093,-80.30082703,20010621,8.7,Little Grecian,historical
KL-35,KL-35_S90_L001_R1_001.fastq.gz,KL-35_S90_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,25.11901093,-80.30082703,20010621,9.4,Little Grecian,historical
KL-CP-25,KL-CP-25_S118_L001_R1_001.fastq.gz,KL-CP-25_S118_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,24.90399933,-80.61685944,20201012,12,Cheeca,contemporary
KL-589,KL-589_S220_L001_R1_001.fastq.gz,KL-589_S220_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,24.98698044,-80.41486359,20030522,14,Pickles,historical
KL-699,KL-699_S256_L001_R1_001.fastq.gz,KL-699_S256_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,24.90399933,-80.61685944,20030930,12,Cheeca,historical
KL-60,KL-60_S289_L001_R1_001.fastq.gz,KL-60_S289_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,25.11186028,-80.28582764,20010621,5,Outer Reef,historical
KL-68,KL-68_S294_L001_R1_001.fastq.gz,KL-68_S294_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,25.11186028,-80.28582764,20010621,4.6,Outer Reef,historical
KL-84,KL-84_S306_L001_R1_001.fastq.gz,KL-84_S306_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,24.94844437,-80.46238708,20010622,18.4,Conch,historical
KL-245,KL-245_S372_L001_R1_001.fastq.gz,KL-245_S372_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,24.93535233,-80.54960632,20010623,3.1,Tavernier Rocks,historical
KL-248,KL-248_S374_L001_R1_001.fastq.gz,KL-248_S374_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,24.93535233,-80.54960632,20010623,3.6,Tavernier Rocks,historical
Tri-24,Tri-24_S412_L001_R1_001.fastq.gz,Tri-24_S412_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,24.93535233,-80.54960632,20210702,16,Tavernier Rocks,contemporary
Tri-25,Tri-25_S413_L001_R1_001.fastq.gz,Tri-25_S413_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,24.93535233,-80.54960632,20210702,19,Tavernier Rocks,contemporary
Tri-52,Tri-52_S429_L001_R1_001.fastq.gz,Tri-52_S429_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,24.93535233,-80.54960632,20210702,16,Tavernier Rocks,contemporary
Tri-47,Tri-47_S435_L001_R1_001.fastq.gz,Tri-47_S435_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,24.93535233,-80.54960632,20210702,16,Tavernier Rocks,contemporary
Tri-48,Tri-48_S436_L001_R1_001.fastq.gz,Tri-48_S436_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,24.93535233,-80.54960632,20210702,17,Tavernier Rocks,contemporary
Tri-49,Tri-49_S437_L001_R1_001.fastq.gz,Tri-49_S437_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,24.93535233,-80.54960632,20210702,16,Tavernier Rocks,contemporary
Tr-4,Tr-4_S441_L001_R1_001.fastq.gz,Tr-4_S441_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,24.93535233,-80.54960632,20210702,16,Tavernier Rocks,contemporary
Tri-56,Tri-56_S444_L001_R1_001.fastq.gz,Tri-56_S444_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,24.93535233,-80.54960632,20210702,8,Tavernier Rocks,contemporary
Tr-1,Tr-1_S449_L001_R1_001.fastq.gz,Tr-1_S449_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,24.93535233,-80.54960632,20210702,15,Tavernier Rocks,contemporary
Tr-21,Tr-21_S468_L001_R1_001.fastq.gz,Tr-21_S468_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,C.natans,24.93535233,-80.54960632,20210702,16,Tavernier Rocks,contemporary
CR-26,CR-26_S26_L001_R1_001.fastq.gz,CR-26_S26_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,porites,P.porites,24.94844437,-80.46238708,20210702,53,Conch,contemporary
KL-PR-6,KL-PR-6_S179_L001_R1_001.fastq.gz,KL-PR-6_S179_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,porites,P.porites,24.98698044,-80.41486359,20201012,20,Pickles,contemporary
KL-412,KL-412_S253_L001_R1_001.fastq.gz,KL-412_S253_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,porites,P.porites,24.98698044,-80.41486359,20030522,20,Pickles,historical
KL-83,KL-83_S305_L001_R1_001.fastq.gz,KL-83_S305_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,porites,P.porites,24.94844437,-80.46238708,20010622,18.4,Conch,historical
KL-123,KL-123_S341_L001_R1_001.fastq.gz,KL-123_S341_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,porites,P.porites,24.94844437,-80.46238708,20010622,15.1,Conch,historical
KL-157,KL-157_S343_L001_R1_001.fastq.gz,KL-157_S343_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,porites,P.porites,25.00873947,-80.44978333,20010622,2.1,Triangles,historical
KL-166,KL-166_S344_L001_R1_001.fastq.gz,KL-166_S344_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,porites,P.porites,25.00873947,-80.44978333,20010622,2.3,Triangles,historical
Tri-4,Tri-4_S381_L001_R1_001.fastq.gz,Tri-4_S381_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,porites,P.porites,25.00873947,-80.44978333,20210702,8,Triangles,contemporary
Tri-33,Tri-33_S421_L001_R1_001.fastq.gz,Tri-33_S421_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,porites,P.porites,25.00873947,-80.44978333,20210702,7,Triangles,contemporary
Tri-41,Tri-41_S426_L001_R1_001.fastq.gz,Tri-41_S426_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,porites,P.porites,25.00873947,-80.44978333,20210702,10,Triangles,contemporary
CR-28,CR-28_S28_L001_R1_001.fastq.gz,CR-28_S28_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,radians,S.radians,24.94844437,-80.46238708,20210702,54,Conch,contemporary
CR-29,CR-29_S37_L001_R1_001.fastq.gz,CR-29_S37_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,radians,S.radians,24.94844437,-80.46238708,20210702,50,Conch,contemporary
CR-59,CR-59_S66_L001_R1_001.fastq.gz,CR-59_S66_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,radians,S.radians,24.94844437,-80.46238708,20210702,55,Conch,contemporary
KL-431,KL-431_S196_L001_R1_001.fastq.gz,KL-431_S196_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,radians,S.radians,24.93535233,-80.54960632,20030523,10,Tavernier Rocks,historical
KL-426,KL-426_S231_L001_R1_001.fastq.gz,KL-426_S231_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,radians,S.radians,24.93535233,-80.54960632,20030523,10,Tavernier Rocks,historical
KL-427,KL-427_S243_L001_R1_001.fastq.gz,KL-427_S243_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,radians,S.radians,24.93535233,-80.54960632,20030523,10,Tavernier Rocks,historical
KL-591,KL-591_S244_L001_R1_001.fastq.gz,KL-591_S244_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,radians,S.radians,25.00673294,-80.5297699,20030523,2,"Tavernier Creek, down from fuel docks on point, end of transect",historical
KL-428,KL-428_S255_L001_R1_001.fastq.gz,KL-428_S255_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,radians,S.radians,24.93535233,-80.54960632,20030523,10,Tavernier Rocks,historical
KL-429,KL-429_S267_L001_R1_001.fastq.gz,KL-429_S267_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,radians,S.radians,24.93535233,-80.54960632,20030523,10,Tavernier Rocks,historical
KL-255,KL-255_S273_L001_R1_001.fastq.gz,KL-255_S273_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,radians,S.radians,24.93535233,-80.54960632,20010623,3.6,Tavernier Rocks,historical
KL-430,KL-430_S278_L001_R1_001.fastq.gz,KL-430_S278_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,radians,S.radians,24.93535233,-80.54960632,20030523,10,Tavernier Rocks,historical
KL-240,KL-240_S358_L001_R1_001.fastq.gz,KL-240_S358_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,radians,S.radians,24.93535233,-80.54960632,20010623,3.6,Tavernier Rocks,historical
KL-247,KL-247_S373_L001_R1_001.fastq.gz,KL-247_S373_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,radians,S.radians,24.93535233,-80.54960632,20010623,3.7,Tavernier Rocks,historical
Tr-15,Tr-15_S452_L001_R1_001.fastq.gz,Tr-15_S452_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,radians,S.radians,24.93535233,-80.54960632,20210702,17,Tavernier Rocks,contemporary
Tr-25,Tr-25_S472_L001_R1_001.fastq.gz,Tr-25_S472_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,radians,S.radians,24.93535233,-80.54960632,20210702,19,Tavernier Rocks,contemporary
CR-25,CR-25_S36_L001_R1_001.fastq.gz,CR-25_S36_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,S.siderea,24.94844437,-80.46238708,20210702,53,Conch,contemporary
CR-42,CR-42_S38_L001_R1_001.fastq.gz,CR-42_S38_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,S.siderea,24.94844437,-80.46238708,20210702,64,Conch,contemporary
CR-60,CR-60_S67_L001_R1_001.fastq.gz,CR-60_S67_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,S.siderea,24.94844437,-80.46238708,20210702,56,Conch,contemporary
Tri-3,Tri-3_S380_L001_R1_001.fastq.gz,Tri-3_S380_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,S.siderea,25.00873947,-80.44978333,20210702,9,Triangles,contemporary
Tri-9,Tri-9_S397_L001_R1_001.fastq.gz,Tri-9_S397_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,S.siderea,25.00873947,-80.44978333,20210702,10,Triangles,contemporary
Tri-42,Tri-42_S430_L001_R1_001.fastq.gz,Tri-42_S430_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,S.siderea,25.00873947,-80.44978333,20210702,9,Triangles,contemporary
Tr-9,Tr-9_S457_L001_R1_001.fastq.gz,Tr-9_S457_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,S.siderea,24.93535233,-80.54960632,20210702,17,Tavernier Rocks,contemporary
Tr-10,Tr-10_S458_L001_R1_001.fastq.gz,Tr-10_S458_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,S.siderea,24.93535233,-80.54960632,20210702,16,Tavernier Rocks,contemporary
Tr-11,Tr-11_S459_L001_R1_001.fastq.gz,Tr-11_S459_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,S.siderea,24.93535233,-80.54960632,20210702,17,Tavernier Rocks,contemporary
KL-7,KL-7_S84_L001_R1_001.fastq.gz,KL-7_S84_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,D.stokesii,25.11901093,-80.30082703,20010621,9.1,Little Grecian,historical
KL-CP-54,KL-CP-54_S149_L001_R1_001.fastq.gz,KL-CP-54_S149_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,D.stokesii,24.90399933,-80.61685944,20201012,10,Cheeca,contemporary
KL-708,KL-708_S233_L001_R1_001.fastq.gz,KL-708_S233_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,D.stokesii,24.90399933,-80.61685944,20030930,10,Cheeca,historical
KL-414,KL-414_S276_L001_R1_001.fastq.gz,KL-414_S276_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,D.stokesii,24.98698044,-80.41486359,20030522,22,Pickles,historical
KL-49,KL-49_S280_L001_R1_001.fastq.gz,KL-49_S280_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,D.stokesii,25.11186028,-80.28582764,20010621,5.4,Outer Reef,historical
KL-71,KL-71_S287_L001_R1_001.fastq.gz,KL-71_S287_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,D.stokesii,25.11186028,-80.28582764,20010621,4.8,Outer Reef,historical
KL-77,KL-77_S302_L001_R1_001.fastq.gz,KL-77_S302_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,D.stokesii,25.11186028,-80.28582764,20010621,5.3,Outer Reef,historical
KL-127,KL-127_S333_L001_R1_001.fastq.gz,KL-127_S333_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,D.stokesii,24.94844437,-80.46238708,20010622,16.3,Conch,historical
KL-PR-9,KL-PR-9_S378_L001_R1_001.fastq.gz,KL-PR-9_S378_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,D.stokesii,24.98698044,-80.41486359,20201012,22,Pickles,contemporary
Tri-15,Tri-15_S392_L001_R1_001.fastq.gz,Tri-15_S392_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,D.stokesii,25.00873947,-80.44978333,20210702,9,Triangles,contemporary
Tri-8,Tri-8_S396_L001_R1_001.fastq.gz,Tri-8_S396_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,D.stokesii,25.00873947,-80.44978333,20210702,10,Triangles,contemporary
Tri-12,Tri-12_S400_L001_R1_001.fastq.gz,Tri-12_S400_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,D.stokesii,25.00873947,-80.44978333,20210702,9,Triangles,contemporary
Tri-26,Tri-26_S403_L001_R1_001.fastq.gz,Tri-26_S403_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,D.stokesii,24.93535233,-80.54960632,20210702,18,Tavernier Rocks,contemporary
Tri-23,Tri-23_S411_L001_R1_001.fastq.gz,Tri-23_S411_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,D.stokesii,24.93535233,-80.54960632,20210702,18,Tavernier Rocks,contemporary
Tri-45,Tri-45_S433_L001_R1_001.fastq.gz,Tri-45_S433_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,D.stokesii,24.93535233,-80.54960632,20210702,17,Tavernier Rocks,contemporary
Tr-29,Tr-29_S1_L001_R1_001.fastq.gz,Tr-29_S1_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,P.strigosa,24.93535233,-80.54960632,20210702,15,Tavernier Rocks,contemporary
CR-17,CR-17_S25_L001_R1_001.fastq.gz,CR-17_S25_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,P.strigosa,24.94844437,-80.46238708,20210702,56,Conch,contemporary
CR-18,CR-18_S29_L001_R1_001.fastq.gz,CR-18_S29_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,P.strigosa,24.94844437,-80.46238708,20210702,55,Conch,contemporary
CR-32,CR-32_S43_L001_R1_001.fastq.gz,CR-32_S43_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,P.strigosa,24.94844437,-80.46238708,20210702,45,Conch,contemporary
KL-33,KL-33_S89_L001_R1_001.fastq.gz,KL-33_S89_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,P.strigosa,25.11901093,-80.30082703,20010621,9.9,Little Grecian,historical
KL-37,KL-37_S91_L001_R1_001.fastq.gz,KL-37_S91_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,P.strigosa,25.11901093,-80.30082703,20010621,9.6,Little Grecian,historical
KL-CP-69,KL-CP-69_S163_L001_R1_001.fastq.gz,KL-CP-69_S163_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,P.strigosa,24.90399933,-80.61685944,20201012,9,Cheeca,contemporary
KL-705,KL-705_S221_L001_R1_001.fastq.gz,KL-705_S221_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,P.strigosa,24.90399933,-80.61685944,20030930,9,Cheeca,historical
KL-62,KL-62_S291_L001_R1_001.fastq.gz,KL-62_S291_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,P.strigosa,25.11186028,-80.28582764,20010621,4,Outer Reef,historical
KL-102,KL-102_S311_L001_R1_001.fastq.gz,KL-102_S311_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,P.strigosa,24.94844437,-80.46238708,20010622,15.8,Conch,historical
